,pl_name,hostname,discoverymethod,pl_controv_flag,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,pl_tranmid,ttv_flag,pl_rvamp,st_spectype,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist,sy_plx,sy_gaiamag,Rhomax
261,HD 128311 b,HD 128311,Radial Velocity,0,453.019,1.084,1.2,1.769,0.303,30.0,2455211.3,0,55.627,K0,0.76,0.83,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292,61.2111,7.16719,135.168341664233
262,HD 128311 c,HD 128311,Radial Velocity,0,921.538,1.74,1.16,3.789,0.159,55.95,2455219.0,0,74.799,K0,0.76,0.83,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292,61.2111,7.16719,464.8037804071804
263,HD 128356 b,HD 128356,Radial Velocity,0,298.2,0.87,1.24,0.89,0.57,,,0,36.9,K3 V,0.85,0.65,14h37m04.87s,219.2702793,-25d48m11.42s,-25.8031728,26.1548,38.2052,7.97745,37.814172928424576
264,HD 129445 b,HD 129445,Radial Velocity,0,1840.0,2.9,1.21,1.6,0.7,,,0,38.0,G6 V,1.18,0.99,14h46m02.50s,221.5104196,-68d45m46.76s,-68.7629901,67.4386,14.7995,8.6178,67.00177478344393
267,HD 131664 b,HD 131664,Radial Velocity,0,1951.0,3.17,1.08,19.12,0.64,,,0,359.5,G3 V,1.08,1.19,15h00m06.11s,225.0254554,-73d32m06.84s,-73.5352345,52.8128,18.9059,7.96631,940.3916308664864
268,HD 13167 b,HD 13167,Radial Velocity,0,2613.0,4.1,1.17,3.31,0.563,,,0,48.2,G3 V,2.39,1.35,02h08m13.83s,32.057635,-24d41m44.07s,-24.695575,148.934,6.68592,8.15997,64.48483821862104
270,HD 132406 b,HD 132406,Radial Velocity,0,974.0,1.98,1.14,5.38,0.34,,,0,115.0,G0,1.34,1.03,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,70.7832,14.0987,8.28075,136.80010373988017
271,HD 132563 b,HD 132563,Radial Velocity,0,1544.0,2.62,1.21,1.49,0.22,,,0,26.7,F8,1.3,1.23,14h58m21.43s,224.5892892,+44d02m34.29s,44.0428571,105.155,9.48093,8.85821,30.80380156333902
272,HD 133131 A b,HD 133131 A,Radial Velocity,0,649.0,1.44,1.21,1.42,0.33,,,0,36.52,G2 V,0.96,0.95,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.4736,19.3988,8.27532,39.97646453453512
273,HD 133131 A c,HD 133131 A,Radial Velocity,0,3568.0,4.49,1.28,0.42,0.49,,,0,6.89,G2 V,0.96,0.95,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.4736,19.3988,8.27532,36.83142835172977
274,HD 133131 B b,HD 133131 B,Radial Velocity,0,5769.0,6.15,1.18,2.5,0.61,,,0,37.41,G2 V,0.99,0.93,15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947,51.2993,19.4648,8.25674,307.3690615055894
277,HD 134987 b,HD 134987,Radial Velocity,0,258.17999,0.81,1.21,1.61,0.23,,2452704.42,0,49.5,G5 V,1.22,1.1,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,26.1804,38.1678,6.28994,43.714214206035564
278,HD 134987 c,HD 134987,Radial Velocity,0,5000.0,5.8,1.24,0.82,0.12,,2455060.0,0,9.3,G5 V,1.25,1.1,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,26.1804,38.1678,6.28994,160.56181678719807
283,HD 136925 b,HD 136925,Radial Velocity,0,4540.0,5.13,1.24,0.84,0.103,,2449690.0,0,11.4,,1.19,0.88,15h22m51.78s,230.7157509,+13d21m58.72s,13.3663117,47.874,20.8602,7.74447,97.86968929762277
285,HD 137496 c,HD 137496,Radial Velocity,0,479.9,1.2163,1.13,7.66,0.477,,2458629.21,0,221.25,G,1.59,1.04,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,155.317,6.41091,9.77168,55.01839237683924
289,HD 13908 c,HD 13908,Radial Velocity,0,931.0,2.03,1.15,5.13,0.12,,,0,90.9,F8 V,1.67,1.29,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,12.5417,7.3845,96.93086985891503
290,HD 13931 b,HD 13931,Radial Velocity,0,4218.0,5.15,1.19,2.2,0.02,,2456650.0,0,23.3,G0,1.25,1.3,02h16m47.52s,34.1979991,+43d46m19.94s,43.7722065,47.3963,21.0701,7.45464,190.0524911357084
291,HD 139357 b,HD 139357,Radial Velocity,0,1125.7,2.36,1.11,9.76,0.1,,,0,161.2,K0,11.47,1.35,15h35m16.17s,233.8173564,+53d55m19.74s,53.9221505,112.09,8.89299,5.6303,144.1103774258761
292,HD 14067 b,HD 14067,Radial Velocity,0,1455.0,3.4,1.12,7.8,0.533,,,0,92.2,G9 III,12.4,2.4,02h17m10.40s,34.293348,+23d46m03.56s,23.7676546,142.024,7.01247,6.23751,73.4943362956077
296,HD 141399 d,HD 141399,Radial Velocity,0,1069.8,2.09,1.22,1.18,0.074,,2454755.6,0,22.63,K0,1.39,1.07,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,26.9857,7.00926,59.54532341035934
297,HD 141399 e,HD 141399,Radial Velocity,0,5000.0,5.0,1.25,0.66,0.26,,2455729.0,0,8.8,K0,1.39,1.07,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,26.9857,7.00926,93.10102813428398
298,HD 141937 b,HD 141937,Radial Velocity,0,653.21997,1.5,1.11,9.69,0.41,,,0,234.5,G2/G3 V,1.03,1.09,15h52m17.65s,238.0735585,-18d26m09.50s,-18.4359716,33.3622,29.9453,7.09149,385.695093758083
299,HD 142 b,HD 142,Radial Velocity,0,349.7,1.02,1.22,1.25,0.17,,,0,33.2,G1 IV,1.47,1.23,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,38.1605,5.58442,38.55960894923872
300,HD 142 c,HD 142,Radial Velocity,0,6005.0,6.8,1.14,5.3,0.21,,,0,55.2,F7V,1.47,1.23,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,38.1605,5.58442,1088.203458071481
301,HD 142022 A b,HD 142022 A,Radial Velocity,0,1928.0,2.93,1.15,4.44,0.53,,,0,92.0,K0,1.04,0.9,16h10m11.56s,242.5481731,-84d13m54.30s,-84.2317494,34.2802,29.1424,7.51423,402.10162065724586
302,HD 142245 b,HD 142245,Radial Velocity,0,1299.0,2.78,1.17,3.07,0.0,,,0,24.8,K0,4.63,3.5,15h52m56.22s,238.2342443,+15d25m50.20s,15.4306118,97.2305,10.2562,7.18949,30.463732402589603
303,HD 142415 b,HD 142415,Radial Velocity,0,386.29999,1.06,1.2,1.67,0.5,,,0,51.3,G1 V,1.04,1.07,15h57m40.56s,239.418989,-60d12m02.50s,-60.2006948,35.5318,28.1149,7.17789,44.51909416142909
305,HD 143361 b,HD 143361,Radial Velocity,0,1039.15,1.988,1.16,3.532,0.197,,,0,73.89,G6 V,0.92,0.97,16h01m50.12s,240.4588405,-44d26m06.21s,-44.4350575,68.5146,14.567,9.01602,100.83121088627993
306,HD 145377 b,HD 145377,Radial Velocity,0,103.95,0.45,1.14,6.02,0.31,,,0,242.7,G3 V,1.05,1.2,16h11m36.47s,242.9019658,-27d04m41.23s,-27.0781199,53.4884,18.6669,7.96999,41.16412640357685
308,HD 145675 c,14 Her,Radial Velocity,0,25000.0,16.4,1.14,5.8,0.45,,2454680.0,0,46.7,K0V,1.0,0.97,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323,55.7363,6.383,5272.185686465785
313,HD 147018 c,HD 147018,Radial Velocity,0,1008.0,1.922,1.13,6.56,0.133,,,0,141.2,G9 V,0.94,0.93,16h22m59.76s,245.7490012,-61d41m24.46s,-61.6901291,40.4256,24.7079,8.11145,319.8788615214285
315,HD 147513 b,HD 147513,Radial Velocity,0,528.4,1.32,1.22,1.21,0.26,,,0,29.3,G3/5V,0.98,1.11,16h24m01.39s,246.0057894,-39d11m34.68s,-39.1929661,12.9032,77.4716,5.22664,106.80726743296403
321,HD 148164 c,HD 148164,Radial Velocity,0,5062.0,6.15,1.15,5.16,0.125,,,0,54.28,F8,1.34,1.21,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971,12.9252,8.0907,324.21000825289644
326,HD 150706 b,HD 150706,Radial Velocity,0,5894.0,6.7,1.18,2.71,0.38,,,0,31.1,G0 V,0.96,1.17,16h31m18.14s,247.8255687,+79d47m21.85s,79.7894032,28.2697,35.3446,6.85038,526.2807137183293
327,HD 152079 b,HD 152079,Radial Velocity,0,2918.92,4.187,1.18,2.661,0.532,,,0,40.76,G6 V,1.13,1.15,16h53m29.58s,253.3732313,-46d20m00.09s,-46.3333582,87.8888,11.3494,9.01051,105.24802308157334
329,HD 153950 b,HD 153950,Radial Velocity,0,499.39999,1.28,1.17,2.95,0.34,,,0,69.2,F8 V,1.28,1.25,17h04m31.03s,256.1292826,-43d18m37.35s,-43.3103753,48.4549,20.609,7.23813,61.69685654786557
331,HD 154345 b,HD 154345,Radial Velocity,0,3341.55884,4.21,1.24,0.82,0.04,,2456384.0,0,14.0,G8V,0.85,0.71,17h02m36.59s,255.6524619,+47d05m08.00s,47.0855544,18.284,54.6636,6.56771,235.30056426599228
332,HD 154672 b,HD 154672,Radial Velocity,0,163.94,0.6,1.14,5.37,0.61,,,0,225.0,G3 IV,1.32,1.18,17h10m04.97s,257.520697,-56d26m59.29s,-56.4498041,63.0484,15.8321,8.03732,42.683040561369246
334,HD 154857 c,HD 154857,Radial Velocity,0,3452.0,5.36,1.18,2.58,0.06,,,0,24.2,G5 V,1.76,1.72,17h11m15.89s,257.816194,-56d40m51.74s,-56.681038,63.4482,15.7321,7.04837,120.869006073291
336,HD 155233 b,HD 155233,Radial Velocity,0,818.8,2.0,1.18,2.6,0.04,,,0,40.5,K1 III,5.03,1.69,17h11m04.35s,257.7681391,-20d39m18.59s,-20.655164,74.2309,13.4431,6.5449,40.36476830423769
339,HD 156279 b,HD 156279,Radial Velocity,0,131.05,0.49,1.11,9.88,0.71,,2455464.94,0,578.0,G6,0.95,0.95,17h12m23.20s,258.0966686,+63d21m10.02s,63.3527828,36.1945,27.5995,7.86569,136.14754907967864
340,HD 156279 c,HD 156279,Radial Velocity,0,4191.0,5.461,1.12,8.6,0.231,,2455834.7,0,110.2,G6,0.97,0.93,17h12m23.20s,258.0966686,+63d21m10.02s,63.3527828,36.1945,27.5995,7.86569,1211.059643956342
344,HD 156846 b,HD 156846,Radial Velocity,0,359.51001,1.12,1.11,10.67,0.85,,,0,464.3,G0 V,1.9,1.38,17h20m34.16s,260.1423366,-19d20m03.71s,-19.334365,47.7332,20.921,6.3623,170.3406596090143
351,HD 158996 b,HD 158996,Radial Velocity,0,820.2,2.1,1.1,14.0,0.13,,,0,207.0,K5 III,50.3,1.8,17h19m37.23s,259.9051092,+80d08m11.05s,80.1364033,283.659,3.49765,5.18609,54.598766072691795
354,HD 159868 b,HD 159868,Radial Velocity,0,1184.1,2.32,1.19,2.218,0.024,,,0,37.92,G5 V,2.13,1.19,17h38m59.20s,264.7466665,-43d08m46.44s,-43.1462347,55.8503,17.8763,7.04579,73.94632963571564
357,HD 1605 c,HD 1605,Radial Velocity,0,2149.0,3.584,1.16,3.62,0.099,,,0,47.47,K1 IV,3.49,1.33,00h20m31.62s,5.1317548,+30d58m30.22s,30.9750611,88.8047,11.232,7.25688,104.86138845294698
358,HD 160691 b,HD 160691,Radial Velocity,0,643.25,1.497,1.2,1.676,0.128,,,0,37.78,G5 V,1.38,1.08,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,64.0817,4.94916,142.09958333672577
359,HD 160691 c,HD 160691,Radial Velocity,0,4205.8,5.235,1.2,1.814,0.0985,,,0,21.79,G3IV/V,1.38,1.08,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,64.0817,4.94916,537.7766408651655
364,HD 16175 b,HD 16175,Radial Velocity,0,990.0,2.12,1.15,5.1,0.6,,,0,94.0,G0,1.72,1.63,02h37m01.86s,39.2577379,+42d03m44.83s,42.0624526,59.859,16.6775,7.1291,114.15426018201158
365,HD 162020 b,HD 162020,Radial Velocity,0,8.4282,0.08,1.11,9.84,0.28,,,0,1813.0,K3 V,0.75,0.42,17h50m38.38s,267.6599252,-40d19m06.47s,-40.3184646,30.8248,32.4128,8.75949,44.039083758088594
367,HD 163607 c,HD 163607,Radial Velocity,0,1272.0,2.39,1.19,2.201,0.08,,,0,38.37,G5,1.76,1.12,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855,14.7236,7.81298,66.03119280707666
371,HD 164604 b,HD 164604,Radial Velocity,0,641.472,1.331,1.19,1.99792,0.35,,,0,60.66,K3.5 V,0.77,0.77,18h03m06.89s,270.7787177,-28d33m39.00s,-28.5608343,39.3633,25.3757,9.32786,83.95201067859175
372,HD 164922 b,HD 164922,Radial Velocity,0,1207.0,2.16,1.19,0.36497,0.08,,2456743.0,0,6.7,G9 V,0.95,0.93,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,45.4222,6.78614,36.87274962846917
376,HD 165155 b,HD 165155,Radial Velocity,0,434.5,1.13,1.18,2.89,0.2,,,0,75.8,G8 V,0.95,1.02,18h05m57.44s,271.4893395,-29d55m02.11s,-29.9172536,63.3574,15.7548,9.21413,48.2443730135432
377,HD 1666 b,HD 1666,Radial Velocity,0,270.0,0.94,1.13,6.43,0.63,,,0,199.4,F7 V,1.93,1.5,00h20m52.33s,5.2180424,-19d55m53.34s,-19.9314823,117.908,8.45266,8.05121,32.47899101260618
378,HD 166724 b,HD 166724,Radial Velocity,0,5144.0,5.42,1.16,3.53,0.734,,,0,71.0,K0 IV-V,0.8,0.81,18h13m59.73s,273.4988604,-42d34m32.60s,-42.5757218,45.1342,22.1273,9.06863,501.0710567453285
381,HD 168443 b,HD 168443,Radial Velocity,0,58.11247,0.2931,1.13,7.659,0.52883,,2455272.957,0,475.133,G5,1.51,0.99,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,25.2084,6.73166,54.540302996437944
382,HD 168443 c,HD 168443,Radial Velocity,0,1749.83,2.8373,1.09,17.193,0.2113,,2455599.41,0,297.7,G5,1.51,0.99,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,25.2084,6.73166,1184.9901313563823
385,HD 169830 b,HD 169830,Radial Velocity,0,225.62,0.81,1.18,2.88,0.31,,2455515.75,0,80.7,F8 V,1.94,1.4,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,26.5642,5.77641,42.370992017388396
386,HD 169830 c,HD 169830,Radial Velocity,0,2102.0,3.6,1.16,4.04,0.33,,2455139.0,0,54.3,F8 V,1.94,1.4,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,26.5642,5.77641,263.1646963027166
390,HD 171238 b,HD 171238,Radial Velocity,0,1532.0,2.57,1.18,2.72,0.234,,,0,50.7,G8 V,1.01,0.96,18h34m43.64s,278.6818389,-28d04m22.03s,-28.0727849,44.8113,22.2871,8.41099,154.85535843864363
393,HD 175167 b,HD 175167,Radial Velocity,0,1290.0,2.4,1.12,8.97,0.54,,,0,161.0,G5 IV/V,1.75,1.37,19h00m00.81s,285.0033888,-69d56m42.24s,-69.9450664,71.0863,14.0386,7.82424,226.4673748213252
402,HD 178911 B b,HD 178911 B,Radial Velocity,0,71.484,0.34,1.12,8.03,0.11,,2450292.68,0,343.3,G5,1.08,1.24,19h09m03.17s,287.2632091,+34d36m02.51s,34.6006972,40.9727,24.3775,7.86705,54.638519612330555
406,HD 18015 b,HD 18015,Radial Velocity,0,2278.0,3.87,1.17,3.18,0.148,,,0,38.0,G6 IV,3.13,1.49,02h53m27.27s,43.3636339,-08d50m52.94s,-8.8480392,123.801,8.04905,7.72194,63.684592580388426
407,HD 180314 b,HD 180314,Radial Velocity,0,396.03,1.46,1.08,20.13,0.26,,,0,340.8,K0,8.13,2.2,19h14m50.27s,288.7094401,+31d51m37.58s,31.8604391,122.362,8.14366,6.34583,97.98372793217644
410,HD 181234 b,HD 181234,Radial Velocity,0,7462.0575,7.52,1.12,8.37,0.73,,2457580.0,0,126.8,G5,1.05,1.01,19h19m59.97s,289.9998695,-09d19m29.89s,-9.32497,47.7458,20.9155,8.36926,1242.3241657368378
413,HD 181433 c,HD 181433,Radial Velocity,0,962.0,1.76,1.26,0.64,0.28,,,0,16.2,K3 IV,0.81,0.78,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,37.1787,8.09228,51.16254025445862
414,HD 181433 d,HD 181433,Radial Velocity,0,2172.0,3.0,1.27,0.54,0.48,,,0,11.3,K3 IV,0.81,0.78,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,37.1787,8.09228,74.29436540709463
416,HD 183263 b,HD 183263,Radial Velocity,0,626.51599,1.49,1.16,3.95,0.36,,2456925.2,0,84.0,G2 IV,1.23,1.31,19h28m24.55s,292.1022982,+08d21m28.51s,8.3579183,54.1955,18.4229,7.71818,83.27106531593628
417,HD 183263 c,HD 183263,Radial Velocity,0,3070.0,4.35,1.16,3.57,0.239,,2457195.7,0,46.3,G2 IV,1.29,1.06,19h28m24.55s,292.1022982,+08d21m28.51s,8.3579183,54.1955,18.4229,7.71818,250.0421222158023
419,HD 187085 b,HD 187085,Radial Velocity,0,1019.74,2.1,1.24,0.836,0.251,,,0,15.39,G0 V,1.27,1.19,19h49m33.98s,297.3915731,-37d46m51.57s,-37.7809929,45.8993,21.758,7.07508,30.698351821513363
421,HD 187123 c,HD 187123,Radial Velocity,0,3810.0,4.89,1.19,1.99,0.252,,2458871.0,0,25.5,G3 V,1.15,1.04,19h46m58.29s,296.7428786,+34d25m08.36s,34.41899,45.9548,21.7316,7.67284,192.2515296616596
423,HD 188015 b,HD 188015,Radial Velocity,0,461.2,1.203,1.21,1.5,0.137,,2452094.4,0,37.6,G5 IV,1.13,1.09,19h52m04.60s,298.0191857,+28d05m59.92s,28.0999769,50.6706,19.7065,8.06588,31.169516628398608
428,HD 190360 b,HD 190360,Radial Velocity,0,2915.03687,3.97,1.21,1.54,0.31,,2456758.0,0,23.2,G6 IV,1.14,0.99,20h03m38.22s,300.9092476,+29d53m40.35s,29.894541,16.0069,62.4443,5.55436,369.23756688907343
430,HD 190647 b,HD 190647,Radial Velocity,0,1176.45,2.231,1.19,1.985,0.224,,,0,37.51,G5 V,1.38,1.07,20h07m19.64s,301.8318167,-35d32m22.28s,-35.5395236,54.4738,18.3287,7.5942,72.5191126433108
431,HD 190984 b,HD 190984,Radial Velocity,0,4885.0,5.5,1.17,3.1,0.57,,,0,48.0,F8 V,1.53,0.91,20h11m30.72s,302.8779827,-64d37m12.98s,-64.6202728,148.187,6.71978,8.61126,119.81746095922811
432,HD 191806 b,HD 191806,Radial Velocity,0,1606.3,2.8,1.12,8.52,0.259,,,0,140.5,K0,1.4,1.14,20h09m28.50s,302.368758,+52d16m36.22s,52.2767265,65.6668,15.1995,7.93339,304.64551927031005
434,HD 191939 f,HD 191939,Radial Velocity,0,4450.0,4.8,1.13,6.49722,0.0,,,0,23.0,G9 V,0.94,0.81,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,18.6247,8.77476,704.9535237665875
440,HD 196050 b,HD 196050,Radial Velocity,0,1378.0,2.51,1.17,3.18,0.23,,,0,49.7,G4 V,1.42,1.31,20h37m51.31s,309.4637796,-60d38m05.15s,-60.6347649,50.6742,19.7051,7.3407,121.2584297649704
441,HD 196067 b,HD 196067,Radial Velocity,0,3638.0,5.02,1.13,6.9,0.66,,,0,104.0,G1 V,1.73,1.29,20h41m44.74s,310.4364195,-75d21m05.40s,-75.3514992,39.9346,25.012,6.33009,644.3197631550148
442,HD 196885 A b,HD 196885 A,Radial Velocity,0,1333.0,2.37,1.18,2.58,0.48,,,0,53.9,F8 V,1.31,1.28,20h39m51.95s,309.9664609,+11d15m00.08s,11.2500236,34.1692,29.2372,6.26141,144.9276796223331
443,HD 197037 b,HD 197037,Radial Velocity,0,1035.7,2.07,1.24,0.79,0.22,,,0,15.5,F7 V,1.1,1.11,20h39m32.87s,309.8869681,+42d14m51.33s,42.247593,33.1944,30.0966,6.67106,42.45439353386935
444,HD 19994 b,HD 19994,Radial Velocity,0,466.2,1.305,1.21,1.37,0.063,,,0,29.3,F8 V,1.8,1.36,03h12m46.64s,48.1943193,-01d11m47.02s,-1.1963955,22.5242,44.3695,4.93038,55.65614994088978
449,HD 202206 c,HD 202206,Radial Velocity,0,1260.0,2.41,1.08,17.9,0.22,7.7,,0,41.0,G6 V,1.04,1.07,21h14m57.73s,318.7405221,-20d47m23.02s,-20.7897284,45.9665,21.7264,7.91051,811.2522149416864
